收寄城市,寄达城市,流量
信阳,呼和浩特,34
信阳,沈阳,62
信阳,徐州,24
信阳,兰州,29
信阳,杭州,36
信阳,福州,35
信阳,厦门,23
信阳,重庆,33
信阳,漯河,31
信阳,汕头,22
信阳,南充,19
郑州,扬州,32
郑州,内江,16
郑州,大理州,32
广州,侯马,74
广州,唐山,44
广州,长春,155
广州,苏州,124
广州,青岛,114
广州,衡阳,98
广州,海口,159
广州,大理州,51
广州,东莞,237
广州,济宁,42
广州,台州,49
广州,芜湖,40
汕头,保定,23
汕头,长春,33
汕头,蚌埠,18
汕头,鹰潭,10
汕头,西宁,8
广州,烟台,45
湛江,太原,10
湛江,北京,19
湛江,沈阳,15
湛江,上海,21
湛江,泉州,9
湛江,长沙,24
湛江,保定,5
湛江,潍坊,4
湛江,嘉兴,5
中山,苏州,40
中山,包头,8
中山,侯马,27
中山,廊坊,11
贵阳,金华,9
贵阳,福州,13
贵阳,成都,31
海口,上海,8
海口,苏州,4
海口,济南,5
海口,南昌,6
海口,福州,5
海口,昆明,5
成都,银川,40
成都,西宁,8
成都,太原,51
成都,南京,47
成都,海口,56
成都,大连,21
成都,锦州,25
成都,安庆,14
成都,临沂,17
成都,漯河,32
昆明,北京,60
昆明,沈阳,37
昆明,长春,23
昆明,苏州,21
昆明,济南,30
昆明,青岛,19
昆明,深圳,37
昆明,漯河,12
西安,南充,39
西安,包头,12
西安,长春,37
西安,海口,31
呼和浩特,银川,10
呼和浩特,呼和浩特,56
厦门,芜湖,12
柳州,广州,28
呼和浩特,石家庄,13
呼和浩特,北京,25
呼和浩特,锦州,8
呼和浩特,长春,12
呼和浩特,南昌,6
呼和浩特,合肥,5
天津,芜湖,7
天津,内江,3
沈阳,内江,4
长春,乌鲁木齐,10
长春,台州,5
长春,金华,6
哈尔滨,包头,6
芜湖,连云港,9
芜湖,台州,16
芜湖,襄阳,16
济南,鹰潭,20
青岛,大连,13
青岛,赣州,6
青岛,常德,8
青岛,衡阳,11
福州,包头,10
厦门,廊坊,6
厦门,常德,10
衡阳,大连,7
常德,常德,8
常德,中山,12
漯河,连云港,7
信阳,鹰潭,7
广州,盐城,29
广州,湖州,25
中山,大理州,14
汕头,淮安,4
中山,淮安,6
中山,鹰潭,8
南宁,北京,32
南宁,汕头,18
南宁,中山,25
柳州,汕头,5
柳州,中山,7
贵阳,侯马,4
贵阳,蚌埠,4
贵阳,湛江,4
南充,太原,10
南充,南京,9
南充,济南,14
南充,中山,11
南充,南充,17
大理州,上海,10
西安,连云港,8
西安,安庆,19
义乌,嘉兴,245
兰州,兰州,65
乌鲁木齐,喀什,6
廊坊,阿克苏,8
大连,长春,26
上海,天津,103
上海,北京,232
上海,成都,203
上海,南充,35
上海,昆明,92
烟台,锦州,4
烟台,武汉,18
烟台,中山,8
义乌,太原,444
义乌,侯马,255
义乌,常州,301
义乌,芜湖,184
义乌,安庆,166
义乌,郑州,1040
义乌,洛阳,315
义乌,成都,683
义乌,西安,636
赣州,杭州,8
赣州,厦门,5
赣州,中山,8
赣州,湛江,4
常德,石家庄,8
常德,合肥,7
衡阳,鹰潭,6
荆州,襄阳,5
荆州,湛江,9
深圳,沈阳,134
深圳,襄阳,33
深圳,信阳,62
深圳,阿克苏,30
东莞,北京,198
东莞,青岛,93
东莞,杭州,105
东莞,福州,151
湛江,锦州,3
海口,海口,8
南充,侯马,5
昆明,芜湖,8
兰州,西宁,25
兰州,乌鲁木齐,24
呼和浩特,芜湖,2
呼和浩特,嘉兴,2
呼和浩特,金华,3
包头,廊坊,1
包头,无锡,1
包头,扬州,1
包头,台州,1
包头,温州,1
包头,武汉,1
包头,襄阳,1
包头,漯河,1
包头,广州,2
包头,湛江,1
包头,柳州,1
包头,海口,1
太原,唐山,5
太原,大连,3
太原,安庆,2
太原,济宁,5
太原,金华,3
太原,荆州,2
太原,海口,4
太原,内江,1
太原,昆明,5
太原,阿克苏,2
太原,拉萨,1
侯马,呼和浩特,2
侯马,石家庄,3
侯马,常州,1
侯马,济南,4
侯马,义乌,1
侯马,温州,1
侯马,南昌,2
侯马,赣州,1
侯马,襄阳,1
侯马,汕头,2
唐山,扬州,2
唐山,义乌,2
唐山,衡阳,2
唐山,荆州,1
唐山,乌鲁木齐,4
唐山,喀什,1
廊坊,义乌,3
廊坊,喀什,2
北京,廊坊,11
北京,连云港,6
大连,太原,8
大连,北京,22
大连,徐州,3
大连,盐城,2
大连,济宁,3
大连,赣州,2
大连,柳州,3
大连,大理州,1
大连,西安,8
锦州,蚌埠,1
锦州,南昌,2
锦州,赣州,1
锦州,衡阳,1
锦州,洛阳,1
长春,荆州,2
长春,宝鸡,2
哈尔滨,义乌,5
哈尔滨,内江,2
上海,廊坊,17
上海,淮安,13
上海,温州,68
上海,重庆,107
上海,常德,20
上海,荆州,13
徐州,喀什,2
淮安,廊坊,3
淮安,西宁,3
蚌埠,喀什,2
芜湖,内江,4
潍坊,连云港,4
潍坊,义乌,3
烟台,保定,4
烟台,大连,6
烟台,上海,27
烟台,南昌,9
烟台,成都,15
烟台,内江,1
烟台,乌鲁木齐,3
青岛,淮安,3
济宁,南通,6
济宁,内江,2
临沂,湖州,5
临沂,柳州,3
临沂,昆明,9
湖州,内江,13
义乌,大连,144
义乌,苏州,573
义乌,淮安,88
义乌,南通,211
义乌,临沂,248
义乌,泉州,289
义乌,内江,32
鹰潭,扬州,3
鹰潭,南通,4
赣州,上海,10
赣州,芜湖,2
赣州,义乌,2
赣州,常德,2
赣州,大理州,2
常德,海口,10
常德,乌鲁木齐,3
衡阳,廊坊,4
衡阳,烟台,6
衡阳,喀什,1
武汉,内江,12
荆州,义乌,4
荆州,赣州,6
襄阳,西宁,1
漯河,拉萨,3
洛阳,拉萨,4
深圳,唐山,27
深圳,上海,209
深圳,盐城,39
深圳,芜湖,29
深圳,嘉兴,44
深圳,台州,54
深圳,鹰潭,20
东莞,唐山,34
东莞,泉州,79
湛江,廊坊,2
湛江,淮安,2
湛江,扬州,2
中山,喀什,2
南宁,盐城,4
南宁,潍坊,4
南宁,临沂,4
南宁,内江,2
南宁,西宁,1
柳州,侯马,1
柳州,徐州,2
柳州,南通,1
柳州,芜湖,1
柳州,安庆,1
柳州,鹰潭,1
柳州,信阳,2
海口,蚌埠,2
海口,济宁,1
海口,湖州,1
海口,泉州,3
海口,信阳,2
海口,南充,2
海口,内江,1
海口,宝鸡,1
海口,西宁,1
成都,鹰潭,8
南充,湖州,3
南充,宝鸡,2
内江,南京,2
内江,合肥,2
内江,临沂,1
内江,义乌,1
内江,长沙,4
内江,常德,1
内江,昆明,3
内江,大理州,1
内江,宝鸡,1
内江,银川,1
内江,阿克苏,1
昆明,唐山,5
昆明,连云港,3
大理州,淮安,1
大理州,芜湖,1
大理州,湖州,1
大理州,温州,2
大理州,鹰潭,1
大理州,兰州,2
大理州,乌鲁木齐,2
大理州,喀什,1
宝鸡,唐山,1
宝鸡,廊坊,1
宝鸡,长春,2
宝鸡,济宁,1
宝鸡,常德,1
宝鸡,漯河,1
宝鸡,广州,7
宝鸡,湛江,1
宝鸡,昆明,2
宝鸡,乌鲁木齐,1
宝鸡,喀什,1
兰州,唐山,1
兰州,长春,4
兰州,常州,3
兰州,苏州,5
兰州,杭州,7
兰州,嘉兴,2
兰州,福州,6
兰州,荆州,1
兰州,洛阳,2
兰州,海口,3
兰州,昆明,5
银川,侯马,3
银川,蚌埠,2
银川,青岛,3
银川,临沂,1
银川,杭州,5
银川,宁波,3
银川,衡阳,2
银川,南宁,4
银川,南充,2
银川,昆明,4
银川,兰州,9
银川,乌鲁木齐,6
西宁,太原,2
西宁,盐城,1
西宁,济宁,1
西宁,汕头,1
西宁,深圳,2
乌鲁木齐,包头,1
乌鲁木齐,盐城,1
乌鲁木齐,青岛,3
乌鲁木齐,嘉兴,2
乌鲁木齐,重庆,5
乌鲁木齐,信阳,2
乌鲁木齐,广州,10
乌鲁木齐,贵阳,2
乌鲁木齐,海口,1
乌鲁木齐,大理州,1
阿克苏,保定,1
阿克苏,无锡,1
阿克苏,苏州,1
阿克苏,淮安,1
阿克苏,嘉兴,1
阿克苏,赣州,1
阿克苏,昆明,1
阿克苏,西安,1
阿克苏,银川,1
喀什,包头,1
喀什,唐山,1
喀什,长春,1
喀什,苏州,1
喀什,蚌埠,1
喀什,济南,1
喀什,湖州,1
喀什,金华,1
喀什,信阳,1
喀什,西安,1
喀什,拉萨,1
拉萨,保定,1
拉萨,长春,1
拉萨,扬州,1
拉萨,芜湖,1
拉萨,台州,1
拉萨,义乌,1
拉萨,赣州,1
拉萨,泉州,1
拉萨,东莞,1
拉萨,中山,1
拉萨,兰州,1
保定,北京,223
无锡,苏州,220
常州,徐州,167
苏州,淮安,38
徐州,连云港,52
南通,徐州,79
杭州,湖州,201
湖州,杭州,160
嘉兴,杭州,319
嘉兴,台州,82
宁波,嘉兴,98
宁波,宁波,32
宁波,台州,99
金华,温州,420
汕头,汕头,45
成都,南充,165
石家庄,沈阳,297
石家庄,徐州,103
石家庄,成都,300
石家庄,宁波,81
天津,郑州,47
廊坊,广州,73
廊坊,常州,12
廊坊,洛阳,15
廊坊,信阳,21
廊坊,贵阳,47
保定,乌鲁木齐,99
保定,呼和浩特,34
沈阳,呼和浩特,106
长春,哈尔滨,103
长春,济南,39
哈尔滨,沈阳,99
南京,福州,150
南京,武汉,244
南京,漯河,78
南京,湛江,44
南京,海口,91
扬州,徐州,53
无锡,信阳,43
无锡,沈阳,166
无锡,安庆,32
常州,汕头,101
常州,中山,108
苏州,沈阳,167
苏州,福州,122
苏州,长沙,167
苏州,襄阳,34
苏州,洛阳,50
苏州,中山,79
苏州,贵阳,142
徐州,青岛,140
徐州,南昌,177
徐州,长沙,256
徐州,南充,89
连云港,石家庄,70
连云港,天津,74
连云港,宁波,31
连云港,厦门,34
连云港,信阳,38
淮安,兰州,23
淮安,福州,23
淮安,武汉,41
徐州,大理州,38
盐城,广州,148
盐城,福州,46
扬州,太原,35
扬州,南昌,46
常州,侯马,79
常州,武汉,253
常州,贵阳,157
常州,呼和浩特,77
常州,洛阳,93
南通,天津,52
南通,中山,52
南通,昆明,49
合肥,厦门,147
合肥,漯河,132
合肥,信阳,151
合肥,柳州,91
安庆,沈阳,168
安庆,石家庄,121
安庆,杭州,126
安庆,郑州,160
安庆,广州,322
安庆,湛江,56
安庆,贵阳,179
安庆,西安,196
蚌埠,合肥,135
蚌埠,成都,234
蚌埠,宁波,74
芜湖,芜湖,22
济南,信阳,122
济南,广州,366
济南,成都,307
济南,呼和浩特,223
潍坊,济南,70
潍坊,漯河,16
临沂,北京,72
济宁,西安,48
杭州,北京,651
杭州,济南,813
杭州,郑州,723
杭州,汕头,233
杭州,湛江,157
杭州,海口,210
杭州,成都,700
杭州,南充,161
杭州,西宁,50
湖州,南京,90
湖州,南宁,252
嘉兴,北京,121
嘉兴,合肥,106
嘉兴,福州,127
嘉兴,襄阳,37
嘉兴,锦州,26
嘉兴,银川,44
宁波,哈尔滨,181
宁波,合肥,137
宁波,芜湖,52
宁波,厦门,128
宁波,贵阳,191
宁波,乌鲁木齐,66
台州,太原,195
台州,安庆,82
台州,青岛,220
台州,衡阳,115
台州,襄阳,70
台州,郑州,379
台州,广州,771
台州,湛江,112
台州,柳州,95
台州,贵阳,336
台州,乌鲁木齐,86
金华,安庆,152
金华,贵阳,463
温州,石家庄,187
温州,沈阳,216
温州,厦门,176
温州,昆明,179
南昌,湛江,65
南昌,乌鲁木齐,125
南昌,哈尔滨,169
福州,厦门,112
福州,杭州,90
福州,信阳,46
泉州,中山,91
泉州,合肥,37
泉州,郑州,56
泉州,贵阳,61
泉州,昆明,39
厦门,广州,173
重庆,宁波,25
重庆,洛阳,18
重庆,南充,40
长沙,南京,122
长沙,南宁,244
常德,南京,14
常德,常州,9
衡阳,汕头,28
武汉,哈尔滨,172
武汉,福州,175
武汉,南充,79
荆州,广州,83
荆州,杭州,29
武汉,兰州,110
襄阳,南京,20
襄阳,杭州,26
武汉,太原,140
郑州,贵阳,242
洛阳,杭州,77
洛阳,南昌,82
漯河,西安,65
郑州,徐州,131
郑州,湛江,86
广州,中山,316
汕头,洛阳,21
汕头,南宁,89
湛江,石家庄,13
湛江,济南,19
湛江,厦门,13
湛江,信阳,11
湛江,郑州,16
湛江,南宁,25
广州,哈尔滨,170
中山,西安,80
成都,天津,60
石家庄,临沂,68
石家庄,盐城,41
石家庄,西宁,12
天津,上海,45
天津,潍坊,19
天津,烟台,18
天津,南昌,20
天津,汕头,13
天津,柳州,10
天津,南充,10
天津,昆明,19
唐山,大连,5
唐山,青岛,8
唐山,福州,6
唐山,泉州,4
唐山,汕头,4
唐山,东莞,5
唐山,南宁,5
唐山,西安,16
唐山,银川,5
北京,哈尔滨,74
北京,南京,35
北京,台州,13
北京,广州,70
廊坊,保定,21
廊坊,苏州,19
廊坊,盐城,8
廊坊,扬州,5
廊坊,温州,9
保定,大连,22
保定,嘉兴,16
北京,兰州,31
沈阳,上海,125
沈阳,包头,31
沈阳,廊坊,37
沈阳,常州,39
沈阳,扬州,19
沈阳,厦门,32
沈阳,宝鸡,8
长春,呼和浩特,26
长春,徐州,12
长春,烟台,9
长春,济宁,9
长春,临沂,10
长春,杭州,17
长春,南昌,11
长春,赣州,4
长春,厦门,8
长春,长沙,18
长春,深圳,18
长春,湛江,6
长春,柳州,6
长春,海口,10
长春,银川,12
哈尔滨,蚌埠,10
哈尔滨,济南,50
哈尔滨,西安,30
南京,乌鲁木齐,88
扬州,嘉兴,21
扬州,宁波,39
扬州,深圳,43
南京,义乌,27
淮安,南宁,22
常州,嘉兴,60
常州,深圳,142
无锡,上海,258
无锡,湖州,21
无锡,东莞,52
无锡,义乌,15
无锡,鹰潭,11
无锡,宝鸡,9
无锡,西宁,7
苏州,上海,507
苏州,宝鸡,14
徐州,上海,303
徐州,泉州,81
连云港,重庆,44
淮安,连云港,18
淮安,盐城,26
淮安,湛江,10
淮安,锦州,7
淮安,安庆,12
淮安,赣州,8
盐城,保定,19
盐城,淮安,17
盐城,扬州,27
盐城,临沂,22
盐城,赣州,13
盐城,衡阳,19
扬州,西宁,6
常州,鹰潭,28
南通,赣州,16
南通,泉州,30
南通,衡阳,26
南通,深圳,77
合肥,包头,41
合肥,鹰潭,37
合肥,赣州,62
合肥,泉州,101
合肥,重庆,204
合肥,荆州,30
合肥,兰州,138
安庆,包头,16
安庆,无锡,56
安庆,连云港,26
安庆,盐城,36
安庆,南通,40
安庆,台州,41
安庆,义乌,22
安庆,重庆,105
安庆,海口,30
蚌埠,芜湖,47
蚌埠,金华,53
蚌埠,鹰潭,26
蚌埠,昆明,66
蚌埠,宝鸡,20
芜湖,福州,55
芜湖,武汉,98
芜湖,东莞,49
芜湖,中山,45
芜湖,昆明,31
芜湖,济宁,17
芜湖,常德,17
安庆,阿克苏,5
济南,潍坊,137
济南,厦门,96
济南,深圳,149
济南,贵阳,215
济南,衡阳,55
潍坊,沈阳,40
潍坊,海口,13
潍坊,唐山,9
潍坊,大连,12
潍坊,徐州,15
潍坊,嘉兴,8
潍坊,温州,11
潍坊,安庆,6
潍坊,济宁,11
青岛,太原,29
青岛,沈阳,51
青岛,东莞,20
青岛,厦门,16
济宁,长春,29
济宁,南京,16
济宁,重庆,22
济宁,贵阳,30
临沂,南京,19
临沂,南通,9
临沂,重庆,27
临沂,西安,56
济南,芜湖,48
临沂,盐城,7
临沂,蚌埠,14
济宁,海口,6
杭州,廊坊,86
杭州,保定,147
杭州,临沂,162
杭州,泉州,197
杭州,东莞,317
湖州,芜湖,40
湖州,安庆,38
湖州,南充,80
湖州,乌鲁木齐,51
嘉兴,苏州,142
嘉兴,临沂,50
嘉兴,鹰潭,22
嘉兴,常德,33
嘉兴,内江,9
宁波,廊坊,33
宁波,扬州,34
宁波,阿克苏,16
台州,大连,61
台州,济宁,88
台州,泉州,153
金华,无锡,248
金华,南通,190
金华,烟台,150
金华,宝鸡,46
温州,连云港,44
温州,烟台,61
温州,义乌,49
温州,赣州,59
南昌,海口,96
南昌,潍坊,53
南昌,济宁,48
南昌,临沂,51
南昌,大理州,41
南昌,廊坊,26
南昌,拉萨,20
鹰潭,保定,10
鹰潭,哈尔滨,24
鹰潭,上海,41
鹰潭,蚌埠,11
鹰潭,洛阳,11
鹰潭,成都,37
鹰潭,宁波,12
福州,南京,59
福州,长沙,127
福州,东莞,78
福州,唐山,21
福州,芜湖,27
厦门,宁波,30
厦门,福州,103
厦门,长沙,52
厦门,西安,40
泉州,蚌埠,22
泉州,鹰潭,11
泉州,衡阳,23
泉州,深圳,110
泉州,芜湖,13
泉州,荆州,6
厦门,徐州,27
厦门,南通,15
重庆,温州,23
重庆,乌鲁木齐,20
重庆,保定,11
重庆,无锡,17
重庆,连云港,7
重庆,义乌,7
长沙,上海,257
长沙,连云港,30
长沙,安庆,48
常德,衡阳,12
常德,贵阳,16
常德,成都,22
衡阳,福州,30
衡阳,南宁,39
衡阳,蚌埠,12
衡阳,漯河,15
衡阳,常州,12
衡阳,南充,16
武汉,唐山,46
武汉,上海,310
武汉,温州,83
武汉,常德,63
武汉,衡阳,97
荆州,石家庄,20
荆州,福州,25
荆州,重庆,21
荆州,徐州,12
荆州,南通,7
荆州,柳州,10
襄阳,长春,25
襄阳,哈尔滨,39
襄阳,无锡,11
襄阳,扬州,6
襄阳,嘉兴,10
襄阳,台州,7
襄阳,温州,11
郑州,连云港,34
郑州,烟台,70
郑州,嘉兴,64
郑州,常德,61
郑州,海口,60
洛阳,苏州,69
洛阳,盐城,25
洛阳,安庆,22
洛阳,常德,27
洛阳,深圳,82
漯河,昆明,41
漯河,兰州,23
漯河,呼和浩特,29
漯河,徐州,22
漯河,西宁,5
漯河,南京,22
漯河,常州,16
漯河,潍坊,15
信阳,哈尔滨,65
信阳,郑州,67
信阳,蚌埠,19
信阳,南昌,37
郑州,淮安,21
郑州,阿克苏,17
广州,合肥,112
广州,临沂,49
广州,重庆,177
广州,漯河,78
广州,潍坊,46
汕头,唐山,15
汕头,宁波,18
汕头,温州,21
汕头,喀什,5
湛江,长春,12
湛江,苏州,11
湛江,杭州,16
湛江,金华,8
湛江,福州,19
湛江,银川,7
中山,柳州,36
中山,无锡,20
中山,兰州,35
贵阳,哈尔滨,11
贵阳,合肥,10
贵阳,天津,9
贵阳,长沙,23
贵阳,深圳,18
贵阳,南宁,14
贵阳,柳州,7
贵阳,海口,8
海口,长春,6
海口,天津,6
海口,长沙,8
海口,南宁,6
成都,重庆,149
成都,武汉,94
成都,西安,113
成都,兰州,60
成都,上海,129
成都,蚌埠,24
成都,中山,46
成都,廊坊,11
成都,泉州,25
成都,常德,16
成都,衡阳,27
昆明,重庆,38
昆明,长沙,40
昆明,东莞,24
昆明,兰州,15
昆明,潍坊,7
西安,杭州,91
西安,厦门,58
西安,泉州,42
西安,衡阳,37
西安,呼和浩特,48
西安,常州,31
西安,青岛,37
锦州,哈尔滨,12
锦州,长春,9
厦门,襄阳,11
南宁,南宁,61
南宁,昆明,27
柳州,南宁,40
南充,福州,13
南充,大理州,7
呼和浩特,郑州,10
呼和浩特,广州,14
呼和浩特,东莞,4
锦州,武汉,3
太原,西安,26
长春,包头,6
常州,喀什,4
芜湖,盐城,12
芜湖,金华,22
芜湖,义乌,9
济南,义乌,20
青岛,廊坊,7
青岛,湛江,9
厦门,湖州,10
厦门,鹰潭,8
衡阳,南通,8
常德,济南,13
常德,福州,10
常德,郑州,11
漯河,包头,8
漯河,盐城,10
信阳,连云港,7
信阳,潍坊,15
信阳,常德,10
信阳,大理州,7
信阳,宝鸡,6
信阳,内江,4
郑州,拉萨,10
中山,芜湖,12
中山,荆州,7
南宁,杭州,18
南宁,深圳,37
南宁,成都,40
南宁,南充,11
南宁,常德,7
柳州,杭州,5
柳州,宁波,3
柳州,温州,3
柳州,厦门,3
柳州,重庆,5
柳州,衡阳,3
柳州,海口,5
柳州,昆明,7
贵阳,南通,4
贵阳,芜湖,4
贵阳,泉州,7
贵阳,常德,5
南充,常德,5
大理州,哈尔滨,9
大理州,青岛,3
大理州,大理州,11
西安,唐山,13
西安,义乌,11
西安,大理州,11
西安,西宁,17
乌鲁木齐,兰州,16
北京,鹰潭,6
北京,湛江,7
大连,呼和浩特,7
大连,厦门,7
大连,广州,16
上海,沈阳,161
上海,宁波,84
上海,信阳,50
上海,广州,288
烟台,太原,14
烟台,侯马,7
烟台,北京,29
烟台,长春,15
烟台,西安,17
济宁,襄阳,6
临沂,阿克苏,5
湖州,阿克苏,24
义乌,沈阳,641
义乌,北京,257
义乌,鹰潭,107
义乌,襄阳,162
义乌,漯河,416
义乌,信阳,443
义乌,中山,431
赣州,锦州,3
赣州,北京,11
深圳,北京,124
深圳,贵阳,167
东莞,锦州,26
东莞,沈阳,153
东莞,侯马,55
东莞,石家庄,127
东莞,常州,52
东莞,襄阳,33
东莞,信阳,70
东莞,西安,175
南宁,侯马,7
南充,漯河,5
兰州,拉萨,55
银川,广州,15
呼和浩特,扬州,1
呼和浩特,安庆,2
呼和浩特,宁波,3
呼和浩特,义乌,1
呼和浩特,鹰潭,1
呼和浩特,襄阳,2
呼和浩特,湛江,2
包头,哈尔滨,2
包头,苏州,1
包头,青岛,1
包头,宁波,1
包头,金华,1
包头,赣州,1
包头,衡阳,1
包头,中山,1
包头,南宁,1
包头,贵阳,1
包头,成都,1
太原,包头,5
太原,连云港,1
太原,芜湖,3
太原,湛江,3
太原,西宁,1
太原,乌鲁木齐,5
太原,喀什,1
侯马,长春,3
侯马,苏州,2
侯马,徐州,1
侯马,合肥,2
侯马,临沂,1
侯马,台州,1
侯马,常德,1
侯马,荆州,1
侯马,郑州,4
侯马,柳州,1
侯马,宝鸡,1
侯马,阿克苏,1
唐山,赣州,2
唐山,深圳,8
北京,包头,8
北京,义乌,3
大连,包头,2
大连,唐山,3
大连,保定,3
大连,上海,10
大连,湖州,1
大连,宁波,4
大连,台州,2
大连,南昌,4
大连,荆州,1
大连,贵阳,5
大连,喀什,1
锦州,侯马,2
锦州,无锡,1
锦州,淮安,1
锦州,盐城,1
锦州,泉州,1
锦州,长沙,3
锦州,信阳,1
锦州,贵阳,2
锦州,喀什,1
长春,安庆,3
长春,西宁,4
上海,台州,37
上海,深圳,145
蚌埠,拉萨,4
芜湖,喀什,2
潍坊,廊坊,5
烟台,包头,3
烟台,济宁,5
烟台,深圳,11
烟台,宝鸡,2
青岛,大理州,2
青岛,拉萨,3
济宁,包头,6
济宁,唐山,7
济宁,连云港,4
济宁,荆州,3
济宁,宝鸡,3
济宁,阿克苏,2
湖州,西宁,15
义乌,包头,38
义乌,赣州,165
义乌,荆州,76
义乌,宝鸡,50
义乌,兰州,195
义乌,阿克苏,10
鹰潭,台州,5
鹰潭,义乌,4
赣州,长春,8
赣州,蚌埠,3
赣州,嘉兴,2
赣州,荆州,1
赣州,宝鸡,1
常德,长春,6
常德,淮安,2
常德,潍坊,3
常德,鹰潭,2
常德,宝鸡,1
常德,阿克苏,1
衡阳,盐城,5
荆州,烟台,5
荆州,临沂,5
荆州,内江,2
荆州,拉萨,1
襄阳,淮安,2
广州,宝鸡,15
深圳,无锡,63
深圳,荆州,16
深圳,内江,10
东莞,大连,38
东莞,淮安,13
东莞,盐城,28
东莞,烟台,37
东莞,赣州,44
东莞,深圳,296
东莞,内江,10
东莞,银川,36
湛江,连云港,2
湛江,湖州,3
柳州,廊坊,1
柳州,常州,1
柳州,内江,1
贵阳,廊坊,2
贵阳,扬州,2
贵阳,荆州,1
贵阳,宝鸡,1
海口,大连,2
海口,常州,2
海口,台州,2
海口,漯河,2
海口,阿克苏,1
海口,喀什,1
南充,盐城,3
南充,襄阳,3
南充,西宁,1
南充,拉萨,1
内江,保定,1
内江,哈尔滨,3
内江,烟台,1
内江,天津,2
内江,宁波,2
内江,福州,3
内江,重庆,4
内江,洛阳,1
内江,广州,9
内江,湛江,2
内江,贵阳,4
内江,海口,2
内江,拉萨,1
昆明,盐城,5
昆明,阿克苏,2
大理州,廊坊,1
大理州,内江,1
西安,喀什,5
宝鸡,锦州,1
宝鸡,徐州,1
宝鸡,盐城,1
宝鸡,义乌,1
宝鸡,南昌,2
宝鸡,衡阳,1
宝鸡,襄阳,1
宝鸡,郑州,2
宝鸡,内江,1
兰州,廊坊,1
兰州,锦州,2
兰州,淮安,1
兰州,扬州,1
兰州,蚌埠,2
兰州,安庆,1
兰州,烟台,2
兰州,南宁,6
银川,太原,5
银川,石家庄,4
银川,上海,8
银川,芜湖,2
银川,厦门,3
银川,泉州,2
银川,常德,1
银川,郑州,5
银川,柳州,2
银川,内江,1
西宁,呼和浩特,1
西宁,徐州,1
西宁,温州,1
西宁,荆州,1
西宁,郑州,2
乌鲁木齐,上海,6
乌鲁木齐,徐州,2
乌鲁木齐,扬州,1
乌鲁木齐,临沂,1
乌鲁木齐,鹰潭,1
乌鲁木齐,衡阳,1
乌鲁木齐,汕头,2
乌鲁木齐,南充,3
乌鲁木齐,昆明,2
乌鲁木齐,宝鸡,1
乌鲁木齐,银川,3
阿克苏,温州,1
阿克苏,南昌,1
阿克苏,荆州,1
阿克苏,郑州,1
阿克苏,洛阳,1
阿克苏,西宁,1
喀什,太原,1
喀什,上海,1
喀什,芜湖,1
喀什,临沂,1
喀什,温州,1
喀什,中山,1
喀什,贵阳,1
拉萨,锦州,1
拉萨,苏州,1
拉萨,连云港,1
拉萨,天津,1
拉萨,湖州,1
拉萨,鹰潭,1
拉萨,厦门,1
拉萨,郑州,1
拉萨,信阳,1
拉萨,洛阳,1
拉萨,湛江,1
拉萨,南宁,1
拉萨,柳州,1
拉萨,海口,1
拉萨,西安,1
拉萨,阿克苏,1
南京,苏州,348
无锡,南京,215
苏州,无锡,148
苏州,连云港,52
苏州,扬州,64
徐州,南京,204
徐州,苏州,244
淮安,苏州,109
盐城,苏州,125
常州,无锡,110
常州,连云港,45
常州,淮安,31
南通,常州,72
安庆,蚌埠,90
杭州,嘉兴,348
杭州,宁波,658
嘉兴,金华,118
嘉兴,湖州,55
宁波,杭州,341
台州,金华,203
台州,温州,223
金华,金华,172
温州,杭州,377
长沙,常德,148
广州,汕头,225
成都,成都,649
石家庄,南昌,146
石家庄,武汉,227
石家庄,郑州,266
石家庄,汕头,101
石家庄,中山,120
石家庄,常州,69
石家庄,长沙,201
石家庄,芜湖,46
天津,太原,44
天津,西安,45
廊坊,长春,47
廊坊,汕头,15
保定,广州,123
保定,漯河,66
保定,沈阳,95
保定,南充,39
保定,长春,72
保定,柳州,20
北京,信阳,24
北京,济南,84
沈阳,太原,110
沈阳,漯河,40
沈阳,贵阳,61
南京,太原,117
南京,安庆,55
南京,杭州,216
扬州,石家庄,59
扬州,天津,57
扬州,济南,81
常州,石家庄,229
常州,天津,189
无锡,济南,158
无锡,杭州,148
无锡,呼和浩特,69
无锡,哈尔滨,149
无锡,芜湖,40
无锡,襄阳,25
无锡,漯河,45
常州,杭州,177
苏州,长春,114
苏州,漯河,65
苏州,南宁,115
苏州,海口,51
徐州,金华,75
连云港,蚌埠,33
连云港,金华,23
连云港,襄阳,16
连云港,广州,133
连云港,南宁,48
连云港,柳州,19
连云港,南充,24
连云港,兰州,33
淮安,乌鲁木齐,39
淮安,信阳,17
徐州,呼和浩特,103
徐州,银川,74
盐城,天津,53
盐城,汕头,44
盐城,中山,45
盐城,蚌埠,36
扬州,柳州,20
扬州,昆明,46
常州,锦州,39
常州,北京,182
常州,宁波,118
常州,南昌,170
南通,蚌埠,43
南通,济南,92
南通,金华,38
南通,长沙,82
南通,成都,88
南通,兰州,47
南通,银川,29
南通,阿克苏,19
合肥,石家庄,242
合肥,广州,541
安庆,锦州,35
安庆,金华,60
安庆,福州,117
蚌埠,厦门,91
蚌埠,广州,383
安庆,昆明,107
