收寄城市,寄达城市,流量
襄阳,保定,128
襄阳,大连,147
襄阳,盐城,110
襄阳,蚌埠,156
襄阳,芜湖,137
襄阳,湖州,103
襄阳,长沙,474
郑州,苏州,2793
郑州,唐山,1282
郑州,保定,1611
郑州,无锡,1377
郑州,包头,706
郑州,义乌,448
洛阳,保定,474
洛阳,大连,322
洛阳,温州,445
洛阳,赣州,248
洛阳,重庆,974
洛阳,东莞,777
洛阳,海口,146
洛阳,大理州,99
洛阳,扬州,161
漯河,北京,1873
漯河,南充,421
漯河,太原,1007
漯河,侯马,554
漯河,衡阳,424
信阳,呼和浩特,441
信阳,沈阳,852
信阳,徐州,305
信阳,兰州,381
信阳,杭州,513
信阳,福州,420
信阳,厦门,280
信阳,重庆,485
信阳,漯河,377
信阳,汕头,285
信阳,南充,231
郑州,扬州,599
郑州,内江,281
郑州,大理州,525
广州,侯马,683
广州,唐山,415
广州,长春,1495
广州,苏州,1235
广州,青岛,1163
广州,衡阳,1027
广州,海口,1597
广州,大理州,478
广州,东莞,2722
广州,济宁,402
广州,台州,469
广州,芜湖,377
汕头,保定,157
汕头,长春,251
汕头,蚌埠,128
汕头,鹰潭,76
汕头,西宁,48
广州,烟台,451
湛江,太原,246
湛江,北京,470
湛江,沈阳,371
湛江,上海,544
湛江,泉州,227
湛江,长沙,590
湛江,保定,104
湛江,潍坊,97
湛江,嘉兴,127
中山,苏州,541
中山,包头,88
中山,侯马,282
中山,廊坊,118
贵阳,金华,191
贵阳,福州,305
贵阳,成都,791
海口,上海,114
海口,苏州,51
海口,济南,73
海口,南昌,79
海口,福州,66
海口,昆明,77
成都,银川,902
成都,西宁,199
成都,太原,1164
成都,南京,1159
成都,海口,1443
成都,大连,439
成都,锦州,598
成都,安庆,342
成都,临沂,408
成都,漯河,682
昆明,北京,1221
昆明,沈阳,721
昆明,长春,466
昆明,苏州,422
昆明,济南,598
昆明,青岛,376
昆明,深圳,819
昆明,漯河,186
西安,南充,1329
西安,包头,430
西安,长春,1707
西安,海口,1685
呼和浩特,银川,272
呼和浩特,呼和浩特,1577
厦门,芜湖,378
柳州,广州,1344
呼和浩特,石家庄,331
呼和浩特,北京,743
呼和浩特,锦州,216
呼和浩特,长春,328
呼和浩特,南昌,149
呼和浩特,合肥,141
天津,芜湖,238
天津,内江,59
沈阳,内江,27
长春,乌鲁木齐,319
长春,台州,124
长春,金华,153
哈尔滨,包头,200
芜湖,连云港,106
芜湖,台州,200
芜湖,襄阳,199
济南,鹰潭,236
青岛,大连,192
青岛,赣州,83
青岛,常德,102
青岛,衡阳,137
福州,包头,143
厦门,廊坊,161
厦门,常德,321
衡阳,大连,211
常德,常德,194
常德,中山,204
漯河,连云港,185
信阳,鹰潭,72
广州,盐城,286
广州,湖州,256
中山,大理州,159
汕头,淮安,27
中山,淮安,69
中山,鹰潭,107
南宁,北京,2635
南宁,汕头,1399
南宁,中山,1944
柳州,汕头,191
柳州,中山,325
贵阳,侯马,88
贵阳,蚌埠,102
贵阳,湛江,91
南充,太原,150
南充,南京,101
南充,济南,199
南充,中山,148
南充,南充,306
大理州,上海,440
西安,连云港,294
西安,安庆,751
义乌,嘉兴,2005
兰州,兰州,1495
乌鲁木齐,喀什,235
廊坊,阿克苏,68
大连,长春,292
上海,天津,1601
上海,北京,3605
上海,成都,3064
上海,南充,508
上海,昆明,1390
烟台,锦州,88
烟台,武汉,469
烟台,中山,174
义乌,太原,3653
义乌,侯马,2096
义乌,常州,2485
义乌,芜湖,1511
义乌,安庆,1369
义乌,郑州,8579
义乌,洛阳,2600
义乌,成都,5615
义乌,西安,5239
赣州,杭州,534
赣州,厦门,361
赣州,中山,495
赣州,湛江,225
常德,石家庄,131
常德,合肥,119
衡阳,鹰潭,146
荆州,襄阳,48
荆州,湛江,91
深圳,沈阳,423
深圳,襄阳,102
深圳,信阳,196
深圳,阿克苏,93
东莞,北京,1070
东莞,青岛,497
东莞,杭州,568
东莞,福州,803
湛江,锦州,69
海口,海口,140
南充,侯马,76
昆明,芜湖,123
兰州,西宁,432
兰州,乌鲁木齐,530
呼和浩特,芜湖,45
呼和浩特,嘉兴,67
呼和浩特,金华,69
包头,廊坊,5
包头,无锡,6
包头,扬州,2
包头,台州,5
包头,温州,7
包头,武汉,17
包头,襄阳,2
包头,漯河,5
包头,广州,36
包头,湛江,2
包头,柳州,3
包头,海口,4
太原,唐山,256
太原,大连,166
太原,安庆,121
太原,济宁,229
太原,金华,149
太原,荆州,68
太原,海口,198
太原,内江,27
太原,昆明,273
太原,阿克苏,55
太原,拉萨,26
侯马,呼和浩特,168
侯马,石家庄,288
侯马,常州,84
侯马,济南,370
侯马,义乌,35
侯马,温州,100
侯马,南昌,188
侯马,赣州,52
侯马,襄阳,57
侯马,汕头,131
唐山,扬州,16
唐山,义乌,18
唐山,衡阳,26
唐山,荆州,10
唐山,乌鲁木齐,49
唐山,喀什,2
廊坊,义乌,26
廊坊,喀什,17
北京,廊坊,252
北京,连云港,141
大连,太原,90
大连,北京,266
大连,徐州,37
大连,盐城,17
大连,济宁,32
大连,赣州,15
大连,柳州,27
大连,大理州,12
大连,西安,94
锦州,蚌埠,18
锦州,南昌,36
锦州,赣州,8
锦州,衡阳,14
锦州,洛阳,30
长春,荆州,31
长春,宝鸡,42
哈尔滨,义乌,152
哈尔滨,内江,34
上海,廊坊,264
上海,淮安,196
上海,温州,1059
上海,重庆,1670
上海,常德,298
上海,荆州,199
徐州,喀什,35
淮安,廊坊,35
淮安,西宁,35
蚌埠,喀什,12
芜湖,内江,57
潍坊,连云港,63
潍坊,义乌,46
烟台,保定,104
烟台,大连,151
烟台,上海,712
烟台,南昌,231
烟台,成都,377
烟台,内江,15
烟台,乌鲁木齐,59
青岛,淮安,51
济宁,南通,130
济宁,内江,35
临沂,湖州,59
临沂,柳州,39
临沂,昆明,109
湖州,内江,36
义乌,大连,1190
义乌,苏州,4741
义乌,淮安,726
义乌,南通,1745
义乌,临沂,2051
义乌,泉州,2392
义乌,内江,259
鹰潭,扬州,25
鹰潭,南通,42
赣州,上海,775
赣州,芜湖,139
赣州,义乌,92
赣州,常德,137
赣州,大理州,157
常德,海口,185
常德,乌鲁木齐,41
衡阳,廊坊,124
衡阳,烟台,188
衡阳,喀什,17
武汉,内江,288
荆州,义乌,34
荆州,赣州,64
襄阳,西宁,19
漯河,拉萨,81
洛阳,拉萨,24
深圳,唐山,85
深圳,上海,679
深圳,盐城,124
深圳,芜湖,92
深圳,嘉兴,142
深圳,台州,174
深圳,鹰潭,64
东莞,唐山,181
东莞,泉州,428
湛江,廊坊,54
湛江,淮安,38
湛江,扬州,55
中山,喀什,30
南宁,盐城,273
南宁,潍坊,332
南宁,临沂,275
南宁,内江,141
南宁,西宁,75
柳州,侯马,39
柳州,徐州,57
柳州,南通,37
柳州,芜湖,36
柳州,安庆,36
柳州,鹰潭,21
柳州,信阳,75
海口,蚌埠,25
海口,济宁,14
海口,湖州,12
海口,泉州,33
海口,信阳,33
海口,南充,30
海口,内江,6
海口,宝鸡,6
海口,西宁,5
成都,鹰潭,214
南充,湖州,32
南充,宝鸡,33
内江,南京,77
内江,合肥,87
内江,临沂,30
内江,义乌,18
内江,长沙,157
内江,常德,36
内江,昆明,130
内江,大理州,28
内江,宝鸡,9
内江,银川,32
内江,阿克苏,3
昆明,唐山,112
昆明,连云港,55
大理州,淮安,11
大理州,芜湖,30
大理州,湖州,24
大理州,温州,57
大理州,鹰潭,16
大理州,兰州,58
大理州,乌鲁木齐,42
大理州,喀什,2
宝鸡,唐山,68
宝鸡,廊坊,61
宝鸡,长春,240
宝鸡,济宁,71
宝鸡,常德,59
宝鸡,漯河,140
宝鸡,广州,1394
宝鸡,湛江,160
宝鸡,昆明,235
宝鸡,乌鲁木齐,97
宝鸡,喀什,3
兰州,唐山,32
兰州,长春,114
兰州,常州,81
兰州,苏州,158
兰州,杭州,224
兰州,嘉兴,52
兰州,福州,162
兰州,荆州,15
兰州,洛阳,51
兰州,海口,71
兰州,昆明,153
银川,侯马,28
银川,蚌埠,21
银川,青岛,41
银川,临沂,13
银川,杭州,79
银川,宁波,31
银川,衡阳,21
银川,南宁,39
银川,南充,22
银川,昆明,46
银川,兰州,192
银川,乌鲁木齐,147
西宁,太原,52
西宁,盐城,7
西宁,济宁,15
西宁,汕头,10
西宁,深圳,42
乌鲁木齐,包头,17
乌鲁木齐,盐城,22
乌鲁木齐,青岛,132
乌鲁木齐,嘉兴,73
乌鲁木齐,重庆,277
乌鲁木齐,信阳,129
乌鲁木齐,广州,585
乌鲁木齐,贵阳,110
乌鲁木齐,海口,50
乌鲁木齐,大理州,26
阿克苏,保定,5
阿克苏,无锡,10
阿克苏,苏州,20
阿克苏,淮安,2
阿克苏,嘉兴,9
阿克苏,赣州,6
阿克苏,昆明,20
阿克苏,西安,90
阿克苏,银川,11
喀什,包头,1
喀什,唐山,1
喀什,长春,10
喀什,苏州,5
喀什,蚌埠,5
喀什,济南,14
喀什,湖州,1
喀什,金华,2
喀什,信阳,6
喀什,西安,33
喀什,拉萨,2
拉萨,保定,3
拉萨,长春,11
拉萨,扬州,2
拉萨,芜湖,2
拉萨,台州,3
拉萨,义乌,2
拉萨,赣州,1
拉萨,泉州,4
拉萨,东莞,7
拉萨,中山,6
拉萨,兰州,37
保定,北京,1986
无锡,苏州,1737
常州,徐州,1617
苏州,淮安,242
徐州,连云港,838
南通,徐州,1734
杭州,湖州,438
湖州,杭州,418
嘉兴,杭州,989
嘉兴,台州,237
宁波,嘉兴,742
宁波,宁波,225
宁波,台州,778
金华,温州,3000
汕头,汕头,367
成都,南充,4567
石家庄,沈阳,3517
石家庄,徐州,1178
石家庄,成都,3555
石家庄,宁波,978
天津,郑州,1708
廊坊,广州,639
廊坊,常州,103
廊坊,洛阳,138
廊坊,信阳,170
廊坊,贵阳,404
保定,乌鲁木齐,832
保定,呼和浩特,268
沈阳,呼和浩特,863
长春,哈尔滨,2929
长春,济南,1015
哈尔滨,沈阳,3228
南京,福州,1805
南京,武汉,3002
南京,漯河,824
南京,湛江,476
南京,海口,1147
扬州,徐州,518
无锡,信阳,319
无锡,沈阳,1253
无锡,安庆,229
常州,汕头,981
常州,中山,1052
苏州,沈阳,1251
苏州,福州,974
苏州,长沙,1346
苏州,襄阳,253
苏州,洛阳,370
苏州,中山,608
苏州,贵阳,1080
徐州,青岛,2619
徐州,南昌,3331
徐州,长沙,4757
徐州,南充,1394
连云港,石家庄,489
连云港,天津,524
连云港,宁波,226
连云港,厦门,228
连云港,信阳,251
淮安,兰州,229
淮安,福州,233
淮安,武汉,428
徐州,大理州,632
盐城,广州,841
盐城,福州,248
扬州,太原,353
扬州,南昌,493
常州,侯马,761
常州,武汉,2567
常州,贵阳,1503
常州,呼和浩特,713
常州,洛阳,936
南通,天津,1162
南通,中山,1141
南通,昆明,1073
合肥,厦门,1562
合肥,漯河,1374
合肥,信阳,1559
合肥,柳州,904
安庆,沈阳,1707
安庆,石家庄,1179
安庆,杭州,1376
安庆,郑州,1593
安庆,广州,3514
安庆,湛江,548
安庆,贵阳,1646
安庆,西安,1938
蚌埠,合肥,1373
蚌埠,成都,2503
蚌埠,宁波,764
芜湖,芜湖,231
济南,信阳,1253
济南,广州,4472
济南,成都,3709
济南,呼和浩特,2287
潍坊,济南,1054
潍坊,漯河,201
临沂,北京,910
济宁,西安,1012
杭州,北京,1533
杭州,济南,1869
杭州,郑州,1672
杭州,汕头,544
杭州,湛江,364
杭州,海口,509
杭州,成都,1616
杭州,南充,353
杭州,西宁,117
湖州,南京,241
湖州,南宁,690
嘉兴,北京,383
嘉兴,合肥,323
嘉兴,福州,379
嘉兴,襄阳,105
嘉兴,锦州,75
嘉兴,银川,126
宁波,哈尔滨,1458
宁波,合肥,1136
宁波,芜湖,387
宁波,厦门,1016
宁波,贵阳,1547
宁波,乌鲁木齐,550
台州,太原,685
台州,安庆,287
台州,青岛,803
台州,衡阳,417
台州,襄阳,235
台州,郑州,1374
台州,广州,2834
台州,湛江,403
台州,柳州,326
台州,贵阳,1195
台州,乌鲁木齐,313
金华,安庆,1130
金华,贵阳,3409
温州,石家庄,774
温州,沈阳,831
温州,厦门,744
温州,昆明,716
南昌,湛江,721
南昌,乌鲁木齐,843
南昌,哈尔滨,1575
福州,厦门,1595
福州,杭州,1338
福州,信阳,466
泉州,中山,2833
泉州,合肥,1155
泉州,郑州,1749
泉州,贵阳,1754
泉州,昆明,1259
厦门,广州,5749
重庆,宁波,961
重庆,洛阳,596
重庆,南充,1364
长沙,南京,1750
长沙,南宁,4435
常德,南京,227
常德,常州,124
衡阳,汕头,662
武汉,哈尔滨,3407
武汉,福州,3789
武汉,南充,1601
荆州,广州,814
荆州,杭州,263
武汉,兰州,2115
襄阳,南京,377
襄阳,杭州,546
武汉,太原,3152
郑州,贵阳,4216
洛阳,杭州,894
洛阳,南昌,925
漯河,西安,1671
郑州,徐州,2176
郑州,湛江,1398
广州,中山,3510
汕头,洛阳,123
汕头,南宁,777
湛江,石家庄,302
湛江,济南,473
湛江,厦门,286
湛江,信阳,219
湛江,郑州,381
湛江,南宁,645
广州,哈尔滨,1805
中山,西安,939
成都,天津,1358
石家庄,临沂,801
石家庄,盐城,459
石家庄,西宁,134
天津,上海,1712
天津,潍坊,730
天津,烟台,734
天津,南昌,691
天津,汕头,382
天津,柳州,286
天津,南充,324
天津,昆明,677
唐山,大连,55
唐山,青岛,103
唐山,福州,76
唐山,泉州,37
唐山,汕头,43
唐山,东莞,56
唐山,南宁,48
唐山,西安,213
唐山,银川,52
北京,哈尔滨,1629
北京,南京,728
北京,台州,239
北京,广州,1606
廊坊,保定,206
廊坊,苏州,183
廊坊,盐城,61
廊坊,扬州,46
廊坊,温州,87
保定,大连,176
保定,嘉兴,124
北京,兰州,660
沈阳,上海,972
沈阳,包头,250
沈阳,廊坊,290
沈阳,常州,283
沈阳,扬州,123
沈阳,厦门,242
沈阳,宝鸡,56
长春,呼和浩特,644
长春,徐州,277
长春,烟台,245
长春,济宁,196
长春,临沂,253
长春,杭州,426
长春,南昌,252
长春,赣州,69
长春,厦门,193
长春,长沙,397
长春,深圳,431
长春,湛江,92
长春,柳州,111
长春,海口,233
长春,银川,267
哈尔滨,蚌埠,253
哈尔滨,济南,1566
哈尔滨,西安,986
南京,乌鲁木齐,1058
扬州,嘉兴,223
扬州,宁波,434
扬州,深圳,489
南京,义乌,316
淮安,南宁,208
常州,嘉兴,593
常州,深圳,1484
无锡,上海,2107
无锡,湖州,160
无锡,东莞,416
无锡,义乌,115
无锡,鹰潭,78
无锡,宝鸡,67
无锡,西宁,50
苏州,上海,4395
苏州,宝鸡,102
徐州,上海,6079
徐州,泉州,1557
连云港,重庆,333
淮安,连云港,175
淮安,盐城,268
淮安,湛江,87
淮安,锦州,53
淮安,安庆,119
淮安,赣州,74
盐城,保定,96
盐城,淮安,84
盐城,扬州,144
盐城,临沂,120
盐城,赣州,63
盐城,衡阳,97
扬州,西宁,67
常州,鹰潭,277
南通,赣州,344
南通,泉州,674
南通,衡阳,566
南通,深圳,1811
合肥,包头,443
合肥,鹰潭,382
合肥,赣州,661
合肥,泉州,1120
合肥,重庆,2249
合肥,荆州,303
合肥,兰州,1480
安庆,包头,159
安庆,无锡,582
安庆,连云港,263
安庆,盐城,408
安庆,南通,441
安庆,台州,446
安庆,义乌,197
安庆,重庆,1069
安庆,海口,298
蚌埠,芜湖,451
蚌埠,金华,532
蚌埠,鹰潭,235
蚌埠,昆明,719
蚌埠,宝鸡,201
芜湖,福州,664
芜湖,武汉,1252
芜湖,东莞,621
芜湖,中山,527
芜湖,昆明,390
芜湖,济宁,209
芜湖,常德,193
安庆,阿克苏,45
济南,潍坊,1468
济南,厦门,1012
济南,深圳,1779
济南,贵阳,2408
济南,衡阳,630
潍坊,沈阳,633
潍坊,海口,179
潍坊,唐山,141
潍坊,大连,162
潍坊,徐州,212
潍坊,嘉兴,109
潍坊,温州,160
潍坊,安庆,84
潍坊,济宁,173
青岛,太原,412
青岛,沈阳,770
青岛,东莞,249
青岛,厦门,212
济宁,长春,590
济宁,南京,323
济宁,重庆,442
济宁,贵阳,662
临沂,南京,225
临沂,南通,97
临沂,重庆,325
临沂,西安,688
济南,芜湖,505
临沂,盐城,73
临沂,蚌埠,146
济宁,海口,127
杭州,廊坊,193
杭州,保定,347
杭州,临沂,378
杭州,泉州,467
杭州,东莞,771
湖州,芜湖,105
湖州,安庆,100
湖州,南充,213
湖州,乌鲁木齐,136
嘉兴,苏州,465
嘉兴,临沂,154
嘉兴,鹰潭,65
嘉兴,常德,102
嘉兴,内江,23
宁波,廊坊,255
宁波,扬州,268
宁波,阿克苏,109
台州,大连,221
台州,济宁,321
台州,泉州,565
金华,无锡,1929
金华,南通,1475
金华,烟台,1168
金华,宝鸡,341
温州,连云港,175
温州,烟台,256
温州,义乌,206
温州,赣州,242
南昌,海口,967
南昌,潍坊,572
南昌,济宁,510
南昌,临沂,546
南昌,大理州,421
南昌,廊坊,309
南昌,拉萨,138
鹰潭,保定,79
鹰潭,哈尔滨,243
鹰潭,上海,397
鹰潭,蚌埠,98
鹰潭,洛阳,89
鹰潭,成都,388
鹰潭,宁波,106
福州,南京,856
福州,长沙,1838
福州,东莞,1004
福州,唐山,244
福州,芜湖,319
厦门,宁波,1006
厦门,福州,3242
厦门,长沙,1733
厦门,西安,1343
泉州,蚌埠,637
泉州,鹰潭,286
泉州,衡阳,684
泉州,深圳,3792
泉州,芜湖,379
泉州,荆州,172
厦门,徐州,810
厦门,南通,416
重庆,温州,864
重庆,乌鲁木齐,745
重庆,保定,415
重庆,无锡,646
重庆,连云港,230
重庆,义乌,221
长沙,上海,3898
长沙,连云港,445
长沙,安庆,734
常德,衡阳,215
常德,贵阳,296
常德,成都,433
衡阳,福州,841
衡阳,南宁,1098
衡阳,蚌埠,314
衡阳,漯河,391
衡阳,常州,310
衡阳,南充,373
武汉,唐山,946
武汉,上海,7239
武汉,温州,1699
武汉,常德,1246
武汉,衡阳,1955
荆州,石家庄,179
荆州,福州,209
荆州,重庆,203
荆州,徐州,109
荆州,南通,64
荆州,柳州,89
襄阳,长春,586
襄阳,哈尔滨,894
襄阳,无锡,220
襄阳,扬州,111
襄阳,嘉兴,197
襄阳,台州,123
襄阳,温州,209
郑州,连云港,578
郑州,烟台,1220
郑州,嘉兴,1106
郑州,常德,1063
郑州,海口,1094
洛阳,苏州,775
洛阳,盐城,233
洛阳,安庆,239
洛阳,常德,280
洛阳,深圳,958
漯河,昆明,998
漯河,兰州,570
漯河,呼和浩特,722
漯河,徐州,532
漯河,西宁,100
漯河,南京,597
漯河,常州,356
漯河,潍坊,367
信阳,哈尔滨,878
信阳,郑州,924
信阳,蚌埠,245
信阳,南昌,461
郑州,淮安,382
郑州,阿克苏,272
广州,合肥,1101
广州,临沂,471
广州,重庆,1796
广州,漯河,744
广州,潍坊,440
汕头,唐山,111
汕头,宁波,144
汕头,温州,145
汕头,喀什,28
湛江,长春,272
湛江,苏州,274
湛江,杭州,393
湛江,金华,174
湛江,福州,459
湛江,银川,127
中山,柳州,459
中山,无锡,278
中山,兰州,415
贵阳,哈尔滨,263
贵阳,合肥,193
贵阳,天津,226
贵阳,长沙,557
贵阳,深圳,423
贵阳,南宁,408
贵阳,柳州,160
贵阳,海口,249
海口,长春,79
海口,天津,80
海口,长沙,114
海口,南宁,84
成都,重庆,4822
成都,武汉,2433
成都,西安,2925
成都,兰州,1515
成都,上海,3640
成都,蚌埠,571
成都,中山,1081
成都,廊坊,256
成都,泉州,598
成都,常德,410
成都,衡阳,639
昆明,重庆,824
昆明,长沙,856
昆明,东莞,542
昆明,兰州,298
昆明,潍坊,145
西安,杭州,3827
西安,厦门,2458
西安,泉州,1685
西安,衡阳,1361
西安,呼和浩特,1833
西安,常州,1215
西安,青岛,1487
锦州,哈尔滨,316
锦州,长春,218
厦门,襄阳,311
南宁,南宁,5574
南宁,昆明,1743
柳州,南宁,1988
南充,福州,177
南充,大理州,121
呼和浩特,郑州,305
呼和浩特,广州,442
呼和浩特,东莞,100
锦州,武汉,63
太原,西安,1215
长春,包头,168
常州,喀什,32
芜湖,盐城,146
芜湖,金华,281
芜湖,义乌,96
济南,义乌,239
青岛,廊坊,105
青岛,湛江,122
厦门,湖州,288
厦门,鹰潭,234
衡阳,南通,215
常德,济南,220
常德,福州,163
常德,郑州,172
漯河,包头,187
漯河,盐城,223
信阳,连云港,87
信阳,潍坊,221
信阳,常德,148
信阳,大理州,91
信阳,宝鸡,79
信阳,内江,44
郑州,拉萨,194
中山,芜湖,137
中山,荆州,84
南宁,杭州,1398
南宁,深圳,2940
南宁,成都,3008
南宁,南充,662
南宁,常德,500
柳州,杭州,181
柳州,宁波,86
柳州,温州,88
柳州,厦门,112
柳州,重庆,169
柳州,衡阳,116
柳州,海口,152
柳州,昆明,307
贵阳,南通,86
贵阳,芜湖,68
贵阳,泉州,175
贵阳,常德,113
南充,常德,60
大理州,哈尔滨,321
大理州,青岛,110
大理州,大理州,426
西安,唐山,558
西安,义乌,422
西安,大理州,404
西安,西宁,489
乌鲁木齐,兰州,693
北京,鹰潭,118
北京,湛江,164
大连,呼和浩特,74
大连,厦门,69
大连,广州,188
上海,沈阳,2375
上海,宁波,1295
上海,信阳,761
上海,广州,4438
烟台,太原,293
烟台,侯马,139
烟台,北京,760
烟台,长春,368
烟台,西安,411
济宁,襄阳,119
临沂,阿克苏,48
湖州,阿克苏,64
义乌,沈阳,5276
义乌,北京,2118
义乌,鹰潭,874
义乌,襄阳,1331
义乌,漯河,3427
义乌,信阳,3658
义乌,中山,3560
赣州,锦州,170
赣州,北京,910
深圳,北京,400
深圳,贵阳,534
东莞,锦州,134
东莞,沈阳,817
东莞,侯马,288
东莞,石家庄,685
东莞,常州,280
东莞,襄阳,176
东莞,信阳,376
东莞,西安,927
南宁,侯马,429
南充,漯河,71
兰州,拉萨,1033
银川,广州,192
呼和浩特,扬州,24
呼和浩特,安庆,44
呼和浩特,宁波,87
呼和浩特,义乌,31
呼和浩特,鹰潭,24
呼和浩特,襄阳,44
呼和浩特,湛江,41
包头,哈尔滨,33
包头,苏州,14
包头,青岛,13
包头,宁波,6
包头,金华,7
包头,赣州,2
包头,衡阳,3
包头,中山,6
包头,南宁,8
包头,贵阳,7
包头,成都,20
太原,包头,265
太原,连云港,49
太原,芜湖,134
太原,湛江,134
太原,西宁,34
太原,乌鲁木齐,237
太原,喀什,14
侯马,长春,266
侯马,苏州,200
侯马,徐州,103
侯马,合肥,186
侯马,临沂,70
侯马,台州,64
侯马,常德,51
侯马,荆州,30
侯马,郑州,367
侯马,柳州,53
侯马,宝鸡,31
侯马,阿克苏,12
唐山,赣州,19
唐山,深圳,97
北京,包头,192
北京,义乌,74
大连,包头,22
大连,唐山,36
大连,保定,28
大连,上海,121
大连,湖州,11
大连,宁波,44
大连,台州,24
大连,南昌,43
大连,荆州,6
大连,贵阳,54
大连,喀什,1
锦州,侯马,40
锦州,无锡,21
锦州,淮安,6
锦州,盐城,10
锦州,泉州,20
锦州,长沙,48
锦州,信阳,34
锦州,贵阳,29
锦州,喀什,1
长春,安庆,84
长春,西宁,131
上海,台州,576
上海,深圳,2271
蚌埠,拉萨,44
芜湖,喀什,23
潍坊,廊坊,88
烟台,包头,59
烟台,济宁,131
烟台,深圳,270
烟台,宝鸡,33
青岛,大理州,29
青岛,拉萨,40
济宁,包头,144
济宁,唐山,169
济宁,连云港,81
济宁,荆州,61
济宁,宝鸡,60
济宁,阿克苏,28
湖州,西宁,42
义乌,包头,308
义乌,赣州,1362
义乌,荆州,622
义乌,宝鸡,409
义乌,兰州,1607
义乌,阿克苏,76
鹰潭,台州,53
鹰潭,义乌,36
赣州,长春,606
赣州,蚌埠,248
赣州,嘉兴,169
赣州,荆州,55
赣州,宝鸡,56
常德,长春,105
常德,淮安,33
常德,潍坊,42
常德,鹰潭,38
常德,宝鸡,12
常德,阿克苏,8
衡阳,盐城,159
荆州,烟台,52
荆州,临沂,52
荆州,内江,15
荆州,拉萨,7
襄阳,淮安,46
广州,宝鸡,155
深圳,无锡,203
深圳,荆州,49
深圳,内江,32
东莞,大连,202
东莞,淮安,70
东莞,盐城,150
东莞,烟台,197
东莞,赣州,235
东莞,深圳,1612
东莞,内江,53
东莞,银川,193
湛江,连云港,52
湛江,湖州,72
柳州,廊坊,16
柳州,常州,50
柳州,内江,14
贵阳,廊坊,41
贵阳,扬州,46
贵阳,荆州,30
贵阳,宝鸡,22
海口,大连,27
海口,常州,29
海口,台州,21
海口,漯河,27
海口,阿克苏,4
海口,喀什,1
南充,盐城,32
南充,襄阳,35
南充,西宁,12
南充,拉萨,21
内江,保定,29
内江,哈尔滨,96
内江,烟台,29
内江,天津,86
内江,宁波,60
内江,福州,105
内江,重庆,167
内江,洛阳,38
内江,广州,380
内江,湛江,46
内江,贵阳,150
内江,海口,70
内江,拉萨,5
昆明,盐城,92
昆明,阿克苏,43
大理州,廊坊,30
大理州,内江,21
西安,喀什,131
宝鸡,锦州,63
宝鸡,徐州,151
宝鸡,盐城,69
宝鸡,义乌,43
宝鸡,南昌,337
宝鸡,衡阳,158
宝鸡,襄阳,71
宝鸡,郑州,381
宝鸡,内江,28
兰州,廊坊,33
兰州,锦州,43
兰州,淮安,9
兰州,扬州,29
兰州,蚌埠,46
兰州,安庆,26
兰州,烟台,45
兰州,南宁,169
银川,太原,68
银川,石家庄,57
银川,上海,99
银川,芜湖,17
银川,厦门,31
银川,泉州,27
银川,常德,13
银川,郑州,61
银川,柳州,16
银川,内江,4
西宁,呼和浩特,33
西宁,徐州,26
西宁,温州,20
西宁,荆州,5
西宁,郑州,81
乌鲁木齐,上海,319
乌鲁木齐,徐州,92
乌鲁木齐,扬州,27
乌鲁木齐,临沂,35
乌鲁木齐,鹰潭,16
乌鲁木齐,衡阳,49
乌鲁木齐,汕头,63
乌鲁木齐,南充,161
乌鲁木齐,昆明,122
乌鲁木齐,宝鸡,33
乌鲁木齐,银川,115
阿克苏,温州,13
阿克苏,南昌,32
阿克苏,荆州,5
阿克苏,郑州,41
阿克苏,洛阳,10
阿克苏,西宁,6
喀什,太原,4
喀什,上海,15
喀什,芜湖,5
喀什,临沂,2
喀什,温州,3
喀什,中山,3
喀什,贵阳,7
拉萨,锦州,1
拉萨,苏州,6
拉萨,连云港,3
拉萨,天津,11
拉萨,湖州,1
拉萨,鹰潭,1
拉萨,厦门,4
拉萨,郑州,19
拉萨,信阳,10
拉萨,洛阳,6
拉萨,湛江,2
拉萨,南宁,8
拉萨,柳州,3
拉萨,海口,3
拉萨,西安,51
拉萨,阿克苏,3
南京,苏州,4453
无锡,南京,1652
苏州,无锡,1187
苏州,连云港,354
苏州,扬州,470
徐州,南京,3651
徐州,苏州,4294
淮安,苏州,1093
盐城,苏州,713
常州,无锡,1055
常州,连云港,384
常州,淮安,254
南通,常州,1541
安庆,蚌埠,876
杭州,嘉兴,771
杭州,宁波,1449
嘉兴,金华,338
嘉兴,湖州,153
宁波,杭州,2723
台州,金华,667
台州,温州,772
金华,金华,1081
温州,杭州,1518
长沙,常德,2254
广州,汕头,2252
成都,成都,22384
石家庄,南昌,1665
石家庄,武汉,2725
石家庄,郑州,3207
石家庄,汕头,1150
石家庄,中山,1398
石家庄,常州,768
石家庄,长沙,2379
石家庄,芜湖,506
天津,太原,1596
天津,西安,1635
廊坊,长春,381
廊坊,汕头,133
保定,广州,991
保定,漯河,538
保定,沈阳,813
保定,南充,289
保定,长春,608
保定,柳州,151
北京,信阳,510
北京,济南,1875
沈阳,太原,862
沈阳,漯河,287
沈阳,贵阳,467
南京,太原,1401
南京,安庆,656
南京,杭州,2786
扬州,石家庄,610
扬州,天津,619
扬州,济南,853
常州,石家庄,2338
常州,天津,1957
